,Unnamed: 0,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown
3427,3427,2018-02-19,1,1,Speed,45.0,3.0,135.0,805.0,487.9,508.82,0.96,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3428,3428,2018-02-19,1,1,Skills,35.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3429,3429,2018-02-19,1,1,Strength,150.0,4.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3430,3430,2018-02-19,2,0,,0.0,0.0,0.0,0.0,463.6,354.11,1.31,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3431,3431,2018-02-19,3,1,Speed,60.0,5.0,300.0,1080.0,621.4,482.36,1.29,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3432,3432,2018-02-19,3,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
3433,3433,2018-02-19,3,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3434,3434,2018-02-19,4,1,Speed,20.0,3.0,60.0,300.0,336.4,317.32,1.06,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3435,3435,2018-02-19,4,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3436,3436,2018-02-19,5,1,Speed,40.0,3.0,120.0,855.0,475.7,295.43,1.61,9.0,9.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3437,3437,2018-02-19,5,1,Skills,45.0,3.0,135.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
3438,3438,2018-02-19,5,1,Strength,120.0,5.0,600.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3439,3439,2018-02-19,6,1,Speed,20.0,3.0,60.0,240.0,297.1,410.54,0.72,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3440,3440,2018-02-19,6,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3441,3441,2018-02-19,7,1,Speed,45.0,4.0,180.0,970.0,558.6,373.93,1.49,8.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
3442,3442,2018-02-19,7,1,Skills,50.0,3.0,150.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1
3443,3443,2018-02-19,7,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
3444,3444,2018-02-19,7,1,Combat,25.0,4.0,100.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,0,0,0,1,0,0,0,0,0,1
3445,3445,2018-02-19,8,1,Speed,50.0,4.0,200.0,1070.0,599.3,453.89,1.32,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3446,3446,2018-02-19,8,1,Skills,45.0,3.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3447,3447,2018-02-19,8,1,Strength,105.0,7.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3448,3448,2018-02-19,9,1,Speed,45.0,3.0,135.0,870.0,357.1,306.43,1.17,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3449,3449,2018-02-19,9,1,Strength,105.0,7.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3450,3450,2018-02-19,11,1,Speed,30.0,3.0,90.0,225.0,299.3,313.5,0.95,10.0,10.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3451,3451,2018-02-19,11,1,Strength,45.0,3.0,135.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3452,3452,2018-02-19,13,1,Speed,15.0,3.0,45.0,345.0,313.6,276.36,1.13,0.0,0.0,Not at all,0,0,0,0,0,0,1,0,1,0,0,0
3453,3453,2018-02-19,13,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
3454,3454,2018-02-19,16,1,Speed,20.0,2.0,40.0,190.0,212.1,405.89,0.52,0.0,0.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3455,3455,2018-02-19,16,1,Strength,50.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3456,3456,2018-02-19,17,1,Conditioning,60.0,8.0,480.0,1110.0,484.3,354.32,1.37,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3457,3457,2018-02-19,17,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3458,3458,2018-02-18,2,0,,0.0,0.0,0.0,0.0,598.6,354.11,1.69,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3459,3459,2018-02-18,3,0,,0.0,0.0,0.0,0.0,587.1,450.21,1.3,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3460,3460,2018-02-18,5,0,,0.0,0.0,0.0,0.0,490.7,299.18,1.64,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3461,3461,2018-02-18,6,0,,0.0,0.0,0.0,0.0,422.9,427.68,0.99,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3462,3462,2018-02-18,8,0,,0.0,0.0,0.0,0.0,581.4,437.11,1.33,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3463,3463,2018-02-18,9,1,Conditioning,30.0,3.0,90.0,90.0,342.1,294.11,1.16,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3464,3464,2018-02-18,10,0,,0.0,0.0,0.0,0.0,362.9,301.79,1.2,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3465,3465,2018-02-18,11,0,,0.0,0.0,0.0,0.0,412.9,321.54,1.28,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3466,3466,2018-02-18,13,0,,0.0,0.0,0.0,0.0,367.1,277.25,1.32,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3467,3467,2018-02-18,16,0,,0.0,0.0,0.0,0.0,205.7,405.36,0.51,0.0,0.0,Not at all,0,0,0,0,0,0,0,1,1,0,0,0
3468,3468,2018-02-17,2,1,Speed,40.0,5.0,200.0,1450.0,598.6,354.11,1.69,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3469,3469,2018-02-17,2,1,Conditioning,60.0,8.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3470,3470,2018-02-17,2,1,Strength,110.0,7.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3471,3471,2018-02-17,3,0,,0.0,0.0,0.0,0.0,775.7,460.93,1.68,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3472,3472,2018-02-17,7,0,,0.0,0.0,0.0,0.0,735.0,360.71,2.04,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3473,3473,2018-02-17,9,0,,0.0,0.0,0.0,0.0,434.3,299.46,1.45,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3474,3474,2018-02-17,10,0,,0.0,0.0,0.0,0.0,478.6,310.36,1.54,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3475,3475,2018-02-17,11,0,,0.0,0.0,0.0,0.0,573.6,337.61,1.7,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3476,3476,2018-02-17,13,0,,0.0,0.0,0.0,0.0,367.1,293.32,1.25,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
3477,3477,2018-02-17,16,0,,0.0,0.0,0.0,0.0,318.6,454.11,0.7,0.0,0.0,Not at all,0,0,0,0,0,0,0,1,1,0,0,0
3478,3478,2018-02-16,1,1,Speed,45.0,3.0,135.0,1295.0,649.3,534.18,1.22,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3479,3479,2018-02-16,1,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3480,3480,2018-02-16,1,1,Strength,160.0,5.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3481,3481,2018-02-16,3,1,Speed,60.0,6.0,360.0,1860.0,775.7,460.93,1.68,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3482,3482,2018-02-16,3,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
3483,3483,2018-02-16,3,1,Strength,120.0,9.0,1080.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3484,3484,2018-02-16,4,1,Conditioning,60.0,7.0,420.0,1050.0,501.4,333.93,1.5,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
3485,3485,2018-02-16,4,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3486,3486,2018-02-16,5,1,Speed,45.0,4.0,180.0,1140.0,490.7,337.75,1.45,9.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
3487,3487,2018-02-16,5,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1
3488,3488,2018-02-16,5,1,Strength,120.0,5.0,600.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
3489,3489,2018-02-16,6,1,Skills,70.0,7.0,490.0,1120.0,587.9,447.32,1.31,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3490,3490,2018-02-16,6,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3491,3491,2018-02-16,7,1,Speed,45.0,5.0,225.0,1785.0,735.0,360.71,2.04,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3492,3492,2018-02-16,7,1,Conditioning,75.0,8.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3493,3493,2018-02-16,7,1,Strength,120.0,8.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3494,3494,2018-02-16,8,1,Speed,50.0,6.0,300.0,2190.0,731.4,443.54,1.65,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3495,3495,2018-02-16,8,1,Skills,90.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3496,3496,2018-02-16,8,1,Strength,120.0,9.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3497,3497,2018-02-16,9,1,Strength,130.0,6.0,780.0,1015.0,434.3,299.46,1.45,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3498,3498,2018-02-16,9,1,Conditioning,45.0,5.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3499,3499,2018-02-16,9,1,Mobility/Recovery,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3500,3500,2018-02-16,10,1,Speed,40.0,3.0,120.0,1170.0,478.6,310.36,1.54,9.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
3501,3501,2018-02-16,10,1,Skills,75.0,6.0,450.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1
3502,3502,2018-02-16,10,1,Strength,120.0,5.0,600.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
3503,3503,2018-02-16,11,1,Skills,35.0,3.0,105.0,1020.0,573.6,337.61,1.7,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
3504,3504,2018-02-16,11,1,Conditioning,45.0,7.0,315.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1
3505,3505,2018-02-16,11,1,Strength,100.0,6.0,600.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
3506,3506,2018-02-16,13,1,Conditioning,40.0,9.0,360.0,1100.0,367.1,293.32,1.25,0.0,0.0,Not at all,0,0,0,1,0,0,0,0,1,0,0,0
3507,3507,2018-02-16,13,1,Skills,50.0,4.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
3508,3508,2018-02-16,13,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
3509,3509,2018-02-16,14,1,Conditioning,60.0,6.0,360.0,990.0,456.4,281.25,1.62,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
3510,3510,2018-02-16,14,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3511,3511,2018-02-16,16,1,Skills,45.0,7.0,315.0,575.0,400.7,474.64,0.84,8.0,10.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
3512,3512,2018-02-16,16,1,Strength,65.0,4.0,260.0,0.0,0.0,0.0,0.0,8.0,10.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
3513,3513,2018-02-16,17,1,Conditioning,70.0,8.0,560.0,1010.0,471.4,318.79,1.48,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3514,3514,2018-02-16,17,1,Strength,75.0,6.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3515,3515,2018-02-15,1,1,Speed,30.0,2.0,60.0,1120.0,464.3,487.93,0.95,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3516,3516,2018-02-15,1,1,Strength,140.0,5.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3517,3517,2018-02-15,1,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3518,3518,2018-02-15,2,1,Speed,30.0,3.0,90.0,610.0,391.4,328.04,1.19,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3519,3519,2018-02-15,2,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3520,3520,2018-02-15,2,1,Strength,40.0,4.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3521,3521,2018-02-15,3,1,Speed,30.0,5.0,150.0,825.0,510.0,423.43,1.2,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
3522,3522,2018-02-15,3,1,Strength,45.0,5.0,225.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3523,3523,2018-02-15,3,1,Skills,90.0,5.0,450.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
3524,3524,2018-02-15,4,1,Skills,90.0,5.0,450.0,825.0,351.4,318.93,1.1,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3525,3525,2018-02-15,4,1,Strength,75.0,5.0,375.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3526,3526,2018-02-15,5,1,Speed,30.0,3.0,90.0,990.0,327.9,297.04,1.1,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
3527,3527,2018-02-15,5,1,Strength,120.0,5.0,600.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3528,3528,2018-02-15,5,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3529,3529,2018-02-15,6,1,Skills,70.0,6.0,420.0,720.0,427.9,407.32,1.05,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3530,3530,2018-02-15,6,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3531,3531,2018-02-15,7,1,Speed,30.0,5.0,150.0,675.0,480.0,309.11,1.55,7.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
3532,3532,2018-02-15,7,1,Strength,45.0,5.0,225.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3533,3533,2018-02-15,7,1,Skills,75.0,4.0,300.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3534,3534,2018-02-15,8,1,Speed,35.0,5.0,175.0,595.0,418.6,387.29,1.08,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3535,3535,2018-02-15,8,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3536,3536,2018-02-15,8,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3537,3537,2018-02-15,9,1,Speed,45.0,5.0,225.0,525.0,289.3,286.43,1.01,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3538,3538,2018-02-15,9,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3539,3539,2018-02-15,10,1,Speed,30.0,2.0,60.0,615.0,311.4,285.89,1.09,9.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
3540,3540,2018-02-15,10,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
3541,3541,2018-02-15,10,1,Skills,75.0,5.0,375.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1
3542,3542,2018-02-15,11,1,Skills,75.0,4.0,300.0,600.0,427.9,330.11,1.3,8.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
3543,3543,2018-02-15,11,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3544,3544,2018-02-15,12,1,Skills,60.0,3.0,180.0,270.0,231.4,165.0,1.4,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
3545,3545,2018-02-15,12,1,Strength,30.0,3.0,90.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
3546,3546,2018-02-15,13,1,Skills,90.0,5.0,450.0,750.0,210.0,274.75,0.76,0.0,0.0,Not at all,0,0,1,0,0,0,0,0,1,0,0,0
3547,3547,2018-02-15,13,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
3548,3548,2018-02-15,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
3549,3549,2018-02-15,14,1,Skills,90.0,5.0,450.0,690.0,315.0,245.89,1.28,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3550,3550,2018-02-15,14,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3551,3551,2018-02-15,15,1,Skills,90.0,4.0,360.0,600.0,368.6,173.21,2.13,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3552,3552,2018-02-15,15,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3553,3553,2018-02-15,16,1,Skills,60.0,4.0,240.0,420.0,318.6,454.11,0.7,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
3554,3554,2018-02-15,16,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3555,3555,2018-02-15,17,1,Strength,90.0,7.0,630.0,1260.0,327.1,303.43,1.08,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3556,3556,2018-02-15,17,1,Conditioning,70.0,9.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3557,3557,2018-02-14,1,1,Mobility/Recovery,30.0,0.0,15.0,195.0,304.3,447.93,0.68,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3558,3558,2018-02-14,1,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3559,3559,2018-02-14,2,1,Mobility/Recovery,45.0,1.0,45.0,345.0,623.6,306.25,2.04,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3560,3560,2018-02-14,2,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3561,3561,2018-02-14,2,1,Conditioning,60.0,7.0,420.0,840.0,574.3,293.93,1.95,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3562,3562,2018-02-14,2,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
3563,3563,2018-02-14,3,1,Mobility/Recovery,30.0,2.0,60.0,585.0,591.4,393.96,1.5,8.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
3564,3564,2018-02-14,3,1,Strength,75.0,7.0,525.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3565,3565,2018-02-14,4,1,Mobility/Recovery,45.0,1.0,45.0,180.0,413.6,289.46,1.43,8.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
3566,3566,2018-02-14,4,1,Strength,45.0,3.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3567,3567,2018-02-14,5,1,Mobility/Recovery,45.0,1.0,45.0,345.0,49.3,227.39,0.22,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3568,3568,2018-02-14,5,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3569,3569,2018-02-14,7,1,Mobility/Recovery,30.0,2.0,60.0,480.0,383.6,285.0,1.35,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3570,3570,2018-02-14,7,1,Strength,60.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3571,3571,2018-02-14,8,1,Strength,60.0,5.0,300.0,340.0,552.1,366.04,1.51,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
3572,3572,2018-02-14,8,1,Mobility/Recovery,40.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3573,3573,2018-02-14,9,0,,0.0,0.0,0.0,0.0,402.9,267.68,1.51,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
3574,3574,2018-02-14,10,1,Mobility/Recovery,30.0,1.0,30.0,210.0,373.6,263.93,1.42,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1
3575,3575,2018-02-14,10,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
3576,3576,2018-02-14,11,1,Mobility/Recovery,35.0,2.0,70.0,250.0,342.1,308.68,1.11,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
3577,3577,2018-02-14,11,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3578,3578,2018-02-14,12,1,Mobility/Recovery,30.0,2.0,60.0,150.0,319.3,155.36,2.06,7.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1
3579,3579,2018-02-14,12,1,Strength,30.0,3.0,90.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
3580,3580,2018-02-14,15,1,Mobility/Recovery,30.0,1.0,30.0,180.0,282.9,151.79,1.86,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
3581,3581,2018-02-14,15,1,Strength,50.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
3582,3582,2018-02-14,16,1,Mobility/Recovery,30.0,2.0,60.0,300.0,258.6,429.39,0.6,8.0,8.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
3583,3583,2018-02-14,16,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,Not at all,0,0,0,0,1,0,0,0,1,0,0,0
3584,3584,2018-02-14,17,1,Mobility/Recovery,20.0,0.0,10.0,10.0,281.4,258.43,1.09,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
3585,3585,2018-02-13,1,1,Skills,60.0,6.0,360.0,780.0,441.4,478.82,0.92,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3586,3586,2018-02-13,1,1,Skills,60.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3587,3587,2018-02-13,2,1,Speed,45.0,5.0,225.0,945.0,454.3,278.93,1.63,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
3588,3588,2018-02-13,2,1,Skills,90.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1
3589,3589,2018-02-13,2,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
