,Unnamed: 0,Unnamed: 0.1,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown,TimeSinceAugFirst
4865,4865,4865,2017-12-27,15,0,,0.0,0.0,0.0,0.0,0.0,154.29,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,148
4866,4866,4866,2017-12-27,16,0,,0.0,0.0,0.0,0.0,0.0,525.32,0.0,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,148
4867,4867,4867,2017-12-26,1,1,Conditioning,40.0,3.0,120.0,120.0,269.3,406.07,0.66,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4868,4868,4868,2017-12-26,2,1,Conditioning,45.0,6.0,270.0,270.0,100.0,283.07,0.35,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4869,4869,4869,2017-12-26,3,1,Conditioning,30.0,5.0,150.0,150.0,180.0,437.32,0.41,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,147
4870,4870,4870,2017-12-26,4,1,Conditioning,45.0,4.0,180.0,180.0,184.3,290.43,0.63,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,147
4871,4871,4871,2017-12-26,6,1,Conditioning,35.0,3.0,105.0,113.0,174.0,361.21,0.48,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4872,4872,4872,2017-12-26,6,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,147
4873,4873,4873,2017-12-26,7,1,Conditioning,35.0,4.0,140.0,320.0,135.7,366.04,0.37,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4874,4874,4874,2017-12-26,7,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,147
4875,4875,4875,2017-12-26,8,1,Conditioning,45.0,3.0,135.0,135.0,135.0,394.04,0.34,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4876,4876,4876,2017-12-26,9,1,Conditioning,50.0,6.0,300.0,308.0,551.1,429.11,1.28,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4877,4877,4877,2017-12-26,9,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,147
4878,4878,4878,2017-12-26,10,1,Conditioning,30.0,3.0,90.0,225.0,156.4,359.11,0.44,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,147
4879,4879,4879,2017-12-26,10,1,Strength,45.0,3.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,147
4880,4880,4880,2017-12-26,11,1,Conditioning,45.0,5.0,225.0,295.0,256.4,464.14,0.55,10.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,147
4881,4881,4881,2017-12-26,11,1,Mobility/Recovery,35.0,2.0,70.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,147
4882,4882,4882,2017-12-26,12,0,,0.0,0.0,0.0,0.0,98.6,180.89,0.55,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,147
4883,4883,4883,2017-12-26,13,1,Conditioning,30.0,5.0,150.0,150.0,179.3,403.82,0.44,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,147
4884,4884,4884,2017-12-26,16,1,Speed,30.0,3.0,90.0,410.0,380.0,605.32,0.63,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,147
4885,4885,4885,2017-12-26,16,1,Strength,80.0,4.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,147
4886,4886,4886,2017-12-25,1,0,,0.0,0.0,0.0,0.0,252.1,401.79,0.63,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,146
4887,4887,4887,2017-12-25,2,0,,0.0,0.0,0.0,0.0,232.9,286.29,0.81,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,146
4888,4888,4888,2017-12-25,3,0,,0.0,0.0,0.0,0.0,297.9,444.82,0.67,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,146
4889,4889,4889,2017-12-25,5,0,,0.0,0.0,0.0,0.0,104.3,215.57,0.48,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,146
4890,4890,4890,2017-12-25,7,0,,0.0,0.0,0.0,0.0,225.0,368.0,0.61,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,146
4891,4891,4891,2017-12-25,8,0,,0.0,0.0,0.0,0.0,218.6,397.79,0.55,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,146
4892,4892,4892,2017-12-25,9,1,Conditioning,45.0,6.0,270.0,270.0,565.4,428.82,1.32,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,146
4893,4893,4893,2017-12-25,10,0,,0.0,0.0,0.0,0.0,237.9,359.64,0.66,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,146
4894,4894,4894,2017-12-25,11,0,,0.0,0.0,0.0,0.0,402.9,475.57,0.85,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,146
4895,4895,4895,2017-12-25,12,1,Conditioning,30.0,3.0,90.0,90.0,98.6,187.32,0.53,7.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1,146
4896,4896,4896,2017-12-25,13,0,,0.0,0.0,0.0,0.0,320.7,417.75,0.77,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,146
4897,4897,4897,2017-12-25,16,0,,0.0,0.0,0.0,0.0,334.3,569.25,0.59,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,146
4898,4898,4898,2017-12-24,1,1,Speed,30.0,3.0,90.0,560.0,380.7,425.54,0.89,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,145
4899,4899,4899,2017-12-24,1,1,Conditioning,40.0,5.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,145
4900,4900,4900,2017-12-24,1,1,Strength,90.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4901,4901,4901,2017-12-24,1,0,,0.0,0.0,0.0,0.0,300.7,405.54,0.74,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,145
4902,4902,4902,2017-12-24,2,1,Mobility/Recovery,50.0,2.0,100.0,100.0,232.9,286.29,0.81,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,145
4903,4903,4903,2017-12-24,3,1,Strength,60.0,4.0,240.0,240.0,297.9,444.82,0.67,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,145
4904,4904,4904,2017-12-24,4,1,Strength,60.0,3.0,180.0,180.0,265.7,284.0,0.94,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,145
4905,4905,4905,2017-12-24,4,1,Strength,60.0,3.0,180.0,180.0,240.0,277.57,0.86,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,145
4906,4906,4906,2017-12-24,6,1,Strength,60.0,5.0,300.0,300.0,283.6,365.75,0.78,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4907,4907,4907,2017-12-24,7,0,,0.0,0.0,0.0,0.0,225.0,368.0,0.61,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,145
4908,4908,4908,2017-12-24,8,1,Strength,60.0,3.0,180.0,180.0,218.6,397.79,0.55,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4909,4909,4909,2017-12-24,9,1,Strength,110.0,1.0,1100.0,1110.0,559.0,419.18,1.33,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4910,4910,4910,2017-12-24,9,1,Mobility/Recovery,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,145
4911,4911,4911,2017-12-24,10,1,Conditioning,60.0,3.0,180.0,180.0,237.9,359.64,0.66,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,145
4912,4912,4912,2017-12-24,11,0,,0.0,0.0,0.0,0.0,402.9,476.64,0.85,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,145
4913,4913,4913,2017-12-24,12,1,Strength,40.0,3.0,120.0,120.0,85.7,184.11,0.47,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4914,4914,4914,2017-12-24,13,1,Conditioning,23.0,5.0,115.0,415.0,320.7,417.75,0.77,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,145
4915,4915,4915,2017-12-24,13,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,145
4916,4916,4916,2017-12-24,16,1,Conditioning,45.0,7.0,315.0,435.0,465.0,626.04,0.74,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,145
4917,4917,4917,2017-12-24,16,1,Strength,60.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,145
4918,4918,4918,2017-12-23,2,1,Conditioning,30.0,5.0,150.0,330.0,325.7,295.93,1.1,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4919,4919,4919,2017-12-23,2,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,144
4920,4920,4920,2017-12-23,3,1,Conditioning,30.0,5.0,150.0,150.0,437.1,455.54,0.96,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,144
4921,4921,4921,2017-12-23,4,1,Conditioning,45.0,4.0,180.0,180.0,323.6,281.86,1.15,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,144
4922,4922,4922,2017-12-23,6,1,Conditioning,35.0,5.0,175.0,175.0,370.7,365.75,1.01,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4923,4923,4923,2017-12-23,7,1,Conditioning,45.0,3.0,135.0,135.0,360.0,376.57,0.96,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4924,4924,4924,2017-12-23,8,1,Conditioning,60.0,3.0,180.0,180.0,334.3,397.79,0.84,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4925,4925,4925,2017-12-23,9,0,,0.0,0.0,0.0,0.0,579.0,390.25,1.48,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,144
4926,4926,4926,2017-12-23,11,1,Conditioning,45.0,4.0,180.0,420.0,585.7,498.07,1.18,10.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,144
4927,4927,4927,2017-12-23,11,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,144
4928,4928,4928,2017-12-23,12,1,Conditioning,30.0,3.0,90.0,90.0,154.3,179.82,0.86,7.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4929,4929,4929,2017-12-23,13,0,,0.0,0.0,0.0,0.0,402.9,419.0,0.96,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,144
4930,4930,4930,2017-12-23,14,1,Conditioning,30.0,3.0,90.0,90.0,345.0,311.79,1.11,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,144
4931,4931,4931,2017-12-23,16,1,Speed,40.0,3.0,120.0,480.0,552.1,618.0,0.89,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,144
4932,4932,4932,2017-12-23,16,1,Strength,90.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,144
4933,4933,4933,2017-12-22,2,0,,0.0,0.0,0.0,0.0,278.6,294.86,0.94,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4934,4934,4934,2017-12-22,3,0,,0.0,0.0,0.0,0.0,415.7,469.46,0.89,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,143
4935,4935,4935,2017-12-22,5,0,,0.0,0.0,0.0,0.0,336.9,258.79,1.3,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4936,4936,4936,2017-12-22,7,0,,0.0,0.0,0.0,0.0,340.7,382.46,0.89,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,143
4937,4937,4937,2017-12-22,8,0,,0.0,0.0,0.0,0.0,308.6,404.21,0.76,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4938,4938,4938,2017-12-22,9,1,Strength,120.0,6.0,720.0,970.0,579.0,398.82,1.45,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,143
4939,4939,4939,2017-12-22,9,1,Conditioning,50.0,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,143
4940,4940,4940,2017-12-22,11,0,,0.0,0.0,0.0,0.0,525.7,504.32,1.04,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,143
4941,4941,4941,2017-12-22,12,0,,0.0,0.0,0.0,0.0,141.4,186.25,0.76,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4942,4942,4942,2017-12-22,13,0,,0.0,0.0,0.0,0.0,304.3,409.36,0.74,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,143
4943,4943,4943,2017-12-22,16,0,,0.0,0.0,0.0,0.0,292.9,553.18,0.53,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4944,4944,4944,2017-12-22,17,0,,0.0,0.0,0.0,0.0,162.1,271.14,0.6,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,143
4945,4945,4945,2017-12-21,1,1,Speed,45.0,2.0,90.0,1205.0,300.7,434.82,0.69,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4946,4946,4946,2017-12-21,1,1,Conditioning,35.0,9.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,142
4947,4947,4947,2017-12-21,1,1,Strength,160.0,5.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4948,4948,4948,2017-12-21,3,1,Speed,30.0,4.0,120.0,720.0,415.7,477.86,0.87,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,142
4949,4949,4949,2017-12-21,3,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,142
4950,4950,4950,2017-12-21,3,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,142
4951,4951,4951,2017-12-21,4,1,Speed,30.0,3.0,90.0,570.0,297.9,301.14,0.99,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4952,4952,4952,2017-12-21,4,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4953,4953,4953,2017-12-21,4,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4954,4954,4954,2017-12-21,5,1,Conditioning,30.0,5.0,150.0,730.0,336.9,258.79,1.3,9.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,142
4955,4955,4955,2017-12-21,5,1,Skills,20.0,2.0,40.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,142
4956,4956,4956,2017-12-21,5,1,Speed,30.0,3.0,90.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,142
4957,4957,4957,2017-12-21,5,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,142
4958,4958,4958,2017-12-21,6,1,Speed,30.0,3.0,90.0,630.0,345.7,388.43,0.89,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4959,4959,4959,2017-12-21,6,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4960,4960,4960,2017-12-21,6,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4961,4961,4961,2017-12-21,7,1,Speed,30.0,3.0,90.0,495.0,340.7,388.89,0.88,8.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4962,4962,4962,2017-12-21,7,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4963,4963,4963,2017-12-21,7,1,Strength,45.0,5.0,225.0,0.0,0.0,0.0,0.0,8.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4964,4964,4964,2017-12-21,8,1,Speed,45.0,2.0,90.0,450.0,308.6,410.64,0.75,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4965,4965,4965,2017-12-21,8,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4966,4966,4966,2017-12-21,8,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4967,4967,4967,2017-12-21,9,1,Speed,40.0,3.0,120.0,1200.0,440.4,369.89,1.19,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4968,4968,4968,2017-12-21,9,1,Conditioning,45.0,1.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,142
4969,4969,4969,2017-12-21,9,1,Strength,105.0,6.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4970,4970,4970,2017-12-21,10,1,Speed,30.0,5.0,150.0,690.0,355.7,375.0,0.95,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4971,4971,4971,2017-12-21,10,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4972,4972,4972,2017-12-21,10,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4973,4973,4973,2017-12-21,11,1,Speed,60.0,4.0,240.0,1080.0,525.7,512.36,1.03,8.0,7.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,142
4974,4974,4974,2017-12-21,11,1,Skills,60.0,6.0,360.0,0.0,0.0,0.0,0.0,8.0,7.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,142
4975,4975,4975,2017-12-21,11,1,Strength,60.0,8.0,480.0,0.0,0.0,0.0,0.0,8.0,7.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,142
4976,4976,4976,2017-12-21,12,1,Speed,30.0,1.0,30.0,390.0,141.4,190.54,0.74,7.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4977,4977,4977,2017-12-21,12,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4978,4978,4978,2017-12-21,12,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4979,4979,4979,2017-12-21,13,1,Speed,30.0,3.0,90.0,690.0,402.9,443.64,0.91,9.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4980,4980,4980,2017-12-21,13,1,Skills,60.0,5.0,300.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4981,4981,4981,2017-12-21,13,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4982,4982,4982,2017-12-21,14,1,Speed,30.0,2.0,60.0,600.0,332.1,308.57,1.08,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4983,4983,4983,2017-12-21,14,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4984,4984,4984,2017-12-21,14,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4985,4985,4985,2017-12-21,16,1,Speed,45.0,3.0,135.0,1335.0,483.6,600.86,0.8,8.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4986,4986,4986,2017-12-21,16,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4987,4987,4987,2017-12-21,16,1,Strength,120.0,8.0,960.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4988,4988,4988,2017-12-21,17,1,Speed,20.0,1.0,20.0,320.0,162.1,276.5,0.59,8.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1,142
4989,4989,4989,2017-12-21,17,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,142
4990,4990,4990,2017-12-21,17,1,Strength,40.0,3.0,120.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,142
4991,4991,4991,2017-12-20,1,0,,0.0,0.0,0.0,0.0,252.9,412.14,0.61,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,141
4992,4992,4992,2017-12-20,2,1,Skills,60.0,5.0,300.0,1200.0,278.6,303.43,0.92,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
4993,4993,4993,2017-12-20,2,1,Conditioning,60.0,9.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,141
4994,4994,4994,2017-12-20,2,1,Strength,60.0,6.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
4995,4995,4995,2017-12-20,3,1,Skills,75.0,5.0,375.0,975.0,495.0,452.14,1.09,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,141
4996,4996,4996,2017-12-20,3,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,141
4997,4997,4997,2017-12-20,3,1,Conditioning,30.0,1.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,141
4998,4998,4998,2017-12-20,4,1,Skills,60.0,5.0,300.0,750.0,396.4,280.79,1.41,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,141
4999,4999,4999,2017-12-20,4,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,141
5000,5000,5000,2017-12-20,4,1,Conditioning,45.0,6.0,270.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,141
5001,5001,5001,2017-12-20,6,1,Skills,60.0,5.0,300.0,880.0,490.0,365.93,1.34,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
5002,5002,5002,2017-12-20,6,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
5003,5003,5003,2017-12-20,6,1,Conditioning,50.0,8.0,400.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,141
5004,5004,5004,2017-12-20,7,1,Skills,60.0,4.0,240.0,945.0,483.6,371.21,1.3,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
5005,5005,5005,2017-12-20,7,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
5006,5006,5006,2017-12-20,7,1,Conditioning,45.0,9.0,405.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1,141
5007,5007,5007,2017-12-20,8,1,Skills,60.0,4.0,240.0,720.0,456.4,394.57,1.16,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
5008,5008,5008,2017-12-20,8,1,Strength,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
5009,5009,5009,2017-12-20,8,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,141
5010,5010,5010,2017-12-20,9,1,Strength,80.0,5.0,400.0,408.0,442.6,327.04,1.35,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
5011,5011,5011,2017-12-20,9,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,141
5012,5012,5012,2017-12-20,10,1,Skills,85.0,3.0,255.0,795.0,448.6,350.36,1.28,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
5013,5013,5013,2017-12-20,10,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,141
5014,5014,5014,2017-12-20,10,1,Conditioning,45.0,8.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,141
5015,5015,5015,2017-12-20,11,1,Skills,60.0,6.0,360.0,1320.0,554.3,473.79,1.17,8.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,141
5016,5016,5016,2017-12-20,11,1,Strength,60.0,7.0,420.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,141
5017,5017,5017,2017-12-20,11,1,Conditioning,60.0,9.0,540.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,141
5018,5018,5018,2017-12-20,13,1,Skills,60.0,5.0,300.0,1140.0,531.4,419.0,1.27,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,141
