"","X","Unnamed..0","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself","SessionTypeMobility.Recovery","SessionTypeGame","SessionTypeSkills","SessionTypeConditioning","SessionTypeStrength","SessionTypeCombat","SessionTypeSpeed","SessionTypeUnknown","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown","TimeSinceAugFirst"
"5170",5169,5169,"2017-12-15",17,1,"Speed",30,3,90,870,418.6,267.04,1.57,6,7,"",0,0,0,0,0,0,1,0,0,0,0,1,136
"5171",5170,5170,"2017-12-15",17,1,"Conditioning",60,9,540,580,299.3,334.29,0.92,6,7,"",0,0,0,1,0,0,0,0,0,0,0,1,136
"5172",5171,5171,"2017-12-15",17,1,"Strength",60,4,240,580,299.3,334.29,0.92,6,7,"",0,0,0,0,1,0,0,0,0,0,0,1,136
"5173",5172,5172,"2017-12-14",1,1,"Conditioning",60,3,180,675,314.3,419.64,0.75,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,135
"5174",5173,5173,"2017-12-14",1,1,"Skills",30,0,15,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5175",5174,5174,"2017-12-14",1,1,"Strength",120,4,480,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5176",5175,5175,"2017-12-14",2,1,"Speed",45,4,180,940,423.6,284.14,1.49,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5177",5176,5176,"2017-12-14",2,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5178",5177,5177,"2017-12-14",2,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5179",5178,5178,"2017-12-14",2,1,"Combat",20,5,100,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,135
"5180",5179,5179,"2017-12-14",3,1,"Speed",45,6,270,1095,460.7,379.29,1.21,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,135
"5181",5180,5180,"2017-12-14",3,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,135
"5182",5181,5181,"2017-12-14",3,1,"Strength",75,5,375,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,135
"5183",5182,5182,"2017-12-14",5,0,"",60,4,216,580,94.3,180.36,0.52,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,135
"5184",5183,5183,"2017-12-14",6,1,"Speed",40,3,120,890,373.6,286.64,1.3,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5185",5184,5184,"2017-12-14",6,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5186",5185,5185,"2017-12-14",6,1,"Strength",80,4,320,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5187",5186,5186,"2017-12-14",7,1,"Speed",45,4,180,840,333.6,318.71,1.05,7,8,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5188",5187,5187,"2017-12-14",7,1,"Skills",90,4,360,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5189",5188,5188,"2017-12-14",7,1,"Strength",60,5,300,580,299.3,334.29,0.92,7,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5190",5189,5189,"2017-12-14",8,1,"Speed",45,3,135,765,411.4,314.21,1.31,3,5,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5191",5190,5190,"2017-12-14",8,1,"Skills",90,3,270,580,299.3,334.29,0.92,3,5,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5192",5191,5191,"2017-12-14",8,1,"Strength",90,4,360,580,299.3,334.29,0.92,3,5,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5193",5192,5192,"2017-12-14",9,1,"Speed",30,3,90,1005,514.3,251.75,2.04,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5194",5193,5193,"2017-12-14",9,1,"Strength",120,5,600,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5195",5194,5194,"2017-12-14",9,1,"Conditioning",45,7,315,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,135
"5196",5195,5195,"2017-12-14",10,1,"Speed",40,6,240,1215,471.4,287.68,1.64,9,8,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5197",5196,5196,"2017-12-14",10,1,"Skills",90,5,450,580,299.3,334.29,0.92,9,8,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5198",5197,5197,"2017-12-14",10,1,"Strength",75,7,525,580,299.3,334.29,0.92,9,8,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5199",5198,5198,"2017-12-14",11,1,"Speed",50,5,250,1148,504.7,367.18,1.37,9,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,135
"5200",5199,5199,"2017-12-14",11,1,"Skills",90,5,450,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,135
"5201",5200,5200,"2017-12-14",11,1,"Conditioning",8,6,48,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,135
"5202",5201,5201,"2017-12-14",11,1,"Strength",50,5,250,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,135
"5203",5202,5202,"2017-12-14",11,1,"Combat",25,6,150,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,0,0,0,1,0,0,0,1,0,0,135
"5204",5203,5203,"2017-12-14",12,1,"Speed",45,3,135,675,214.3,183.04,1.17,7,7,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5205",5204,5204,"2017-12-14",12,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5206",5205,5205,"2017-12-14",12,1,"Strength",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5207",5206,5206,"2017-12-14",13,1,"Speed",45,5,225,975,456.4,352.39,1.3,9,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,135
"5208",5207,5207,"2017-12-14",13,1,"Skills",90,5,450,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,135
"5209",5208,5208,"2017-12-14",13,1,"Strength",60,5,300,580,299.3,334.29,0.92,9,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,135
"5210",5209,5209,"2017-12-14",14,1,"Speed",45,4,180,930,274.3,224.29,1.22,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,135
"5211",5210,5210,"2017-12-14",14,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,135
"5212",5211,5211,"2017-12-14",14,1,"Strength",75,4,300,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,135
"5213",5212,5212,"2017-12-14",15,1,"Conditioning",30,3,90,890,157.1,155,1.01,7,7,"",0,0,0,1,0,0,0,0,0,0,0,1,135
"5214",5213,5213,"2017-12-14",15,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5215",5214,5214,"2017-12-14",15,1,"Conditioning",40,5,200,580,299.3,334.29,0.92,7,7,"",0,0,0,1,0,0,0,0,0,0,0,1,135
"5216",5215,5215,"2017-12-14",15,1,"Strength",50,3,150,580,299.3,334.29,0.92,7,7,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5217",5216,5216,"2017-12-14",15,1,"Combat",30,6,180,580,299.3,334.29,0.92,7,7,"",0,0,0,0,0,1,0,0,0,0,0,1,135
"5218",5217,5217,"2017-12-14",16,1,"Speed",45,3,135,1610,506.9,514.36,0.99,10,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,135
"5219",5218,5218,"2017-12-14",16,1,"Skills",90,5,450,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,135
"5220",5219,5219,"2017-12-14",16,1,"Strength",120,8,960,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,135
"5221",5220,5220,"2017-12-14",16,1,"Mobility/Recovery",65,1,65,580,299.3,334.29,0.92,10,10,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,135
"5222",5221,5221,"2017-12-14",17,1,"Speed",40,3,120,630,294.3,235.96,1.25,5,7,"",0,0,0,0,0,0,1,0,0,0,0,1,135
"5223",5222,5222,"2017-12-14",17,1,"Skills",90,3,270,580,299.3,334.29,0.92,5,7,"",0,0,1,0,0,0,0,0,0,0,0,1,135
"5224",5223,5223,"2017-12-14",17,1,"Strength",60,4,240,580,299.3,334.29,0.92,5,7,"",0,0,0,0,1,0,0,0,0,0,0,1,135
"5225",5224,5224,"2017-12-13",1,1,"Mobility/Recovery",30,0,15,15,350.7,406.61,0.86,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5226",5225,5225,"2017-12-13",2,1,"Mobility/Recovery",30,1,30,330,475.7,289.68,1.64,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5227",5226,5226,"2017-12-13",2,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5228",5227,5227,"2017-12-13",2,1,"Conditioning",60,7,420,780,428.6,277.89,1.54,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,134
"5229",5228,5228,"2017-12-13",2,1,"Conditioning",60,6,360,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,134
"5230",5229,5229,"2017-12-13",3,1,"Mobility/Recovery",30,2,60,360,465,385.71,1.21,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5231",5230,5230,"2017-12-13",3,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,134
"5232",5231,5231,"2017-12-13",4,1,"Mobility/Recovery",30,1,30,120,385.7,259.89,1.48,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5233",5232,5232,"2017-12-13",4,1,"Strength",45,2,90,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,134
"5234",5233,5233,"2017-12-13",6,1,"Mobility/Recovery",30,0,15,105,386.4,311.11,1.24,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5235",5234,5234,"2017-12-13",6,1,"Strength",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5236",5235,5235,"2017-12-13",7,1,"Mobility/Recovery",30,2,60,285,333.6,345.32,0.97,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5237",5236,5236,"2017-12-13",7,1,"Strength",45,5,225,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5238",5237,5237,"2017-12-13",8,1,"Strength",60,3,180,210,473.6,361.89,1.31,8,8,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,134
"5239",5238,5238,"2017-12-13",8,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,8,8,"Somewhat",1,0,0,0,0,0,0,0,0,0,1,0,134
"5240",5239,5239,"2017-12-13",9,1,"Strength",105,4,420,510,411.4,258.36,1.59,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5241",5240,5240,"2017-12-13",9,1,"Skills",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,134
"5242",5241,5241,"2017-12-13",10,1,"Mobility/Recovery",30,1,30,255,372.9,290.89,1.28,0,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5243",5242,5242,"2017-12-13",10,1,"Strength",45,5,225,580,299.3,334.29,0.92,0,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5244",5243,5243,"2017-12-13",11,1,"Mobility/Recovery",25,3,75,345,560.7,389.04,1.44,10,10,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5245",5244,5244,"2017-12-13",11,1,"Strength",45,6,270,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,134
"5246",5245,5245,"2017-12-13",12,1,"Mobility/Recovery",15,1,15,150,272.1,190.54,1.43,7,7,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5247",5246,5246,"2017-12-13",12,1,"Strength",45,3,135,580,299.3,334.29,0.92,7,7,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5248",5247,5247,"2017-12-13",13,1,"Mobility/Recovery",30,0,0,180,474.3,362.93,1.31,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5249",5248,5248,"2017-12-13",13,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,134
"5250",5249,5249,"2017-12-13",13,1,"Mobility/Recovery",30,0,0,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5251",5250,5250,"2017-12-13",15,1,"Mobility/Recovery",30,2,60,210,30,167.5,0.18,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5252",5251,5251,"2017-12-13",15,1,"Strength",50,3,150,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5253",5252,5252,"2017-12-13",16,1,"Strength",75,3,225,285,452.6,499.71,0.91,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,134
"5254",5253,5253,"2017-12-13",16,1,"Mobility/Recovery",60,1,60,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,134
"5255",5254,5254,"2017-12-13",17,1,"Mobility/Recovery",60,0,30,30,272.9,247.04,1.1,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,134
"5256",5255,5255,"2017-12-12",1,1,"Strength",150,6,900,980,540,426.96,1.26,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,133
"5257",5256,5256,"2017-12-12",1,1,"Skills",40,2,80,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5258",5257,5257,"2017-12-12",3,1,"Conditioning",60,7,420,735,503.6,401.79,1.25,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,133
"5259",5258,5258,"2017-12-12",3,1,"Conditioning",45,7,315,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,133
"5260",5259,5259,"2017-12-12",4,1,"Conditioning",90,7,630,630,450,278.64,1.61,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5261",5260,5260,"2017-12-12",6,1,"Skills",60,8,480,900,452.9,330.39,1.37,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5262",5261,5261,"2017-12-12",6,1,"Skills",60,7,420,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5263",5262,5262,"2017-12-12",7,1,"Conditioning",30,7,210,210,369.3,368,1,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5264",5263,5263,"2017-12-12",8,1,"Skills",90,9,810,1350,503.6,377.96,1.33,6,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5265",5264,5264,"2017-12-12",8,1,"Skills",60,9,540,580,299.3,334.29,0.92,6,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5266",5265,5265,"2017-12-12",9,1,"Conditioning",60,5,300,300,338.6,269.07,1.26,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5267",5266,5266,"2017-12-12",9,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,133
"5268",5267,5267,"2017-12-12",10,1,"Skills",30,6,180,960,398.6,307.5,1.3,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5269",5268,5268,"2017-12-12",10,1,"Conditioning",60,8,480,580,299.3,334.29,0.92,9,9,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5270",5269,5269,"2017-12-12",10,1,"Conditioning",50,6,300,580,299.3,334.29,0.92,9,9,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5271",5270,5270,"2017-12-12",11,1,"Conditioning",75,8,600,1125,588.6,420.46,1.4,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5272",5271,5271,"2017-12-12",11,1,"Conditioning",75,7,525,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5273",5272,5272,"2017-12-12",13,1,"Conditioning",60,8,480,1020,538.6,394.54,1.37,8,10,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5274",5273,5273,"2017-12-12",13,1,"Conditioning",60,9,540,580,299.3,334.29,0.92,8,10,"",0,0,0,1,0,0,0,0,0,0,0,1,133
"5275",5274,5274,"2017-12-12",14,1,"Conditioning",90,6,540,540,353.6,239.46,1.48,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,133
"5276",5275,5275,"2017-12-12",16,1,"Strength",60,3,180,678,596.1,523.29,1.14,6,1,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,133
"5277",5276,5276,"2017-12-12",16,1,"Skills",60,1,60,580,299.3,334.29,0.92,6,1,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,133
"5278",5277,5277,"2017-12-12",16,1,"Conditioning",42,9,378,580,299.3,334.29,0.92,6,1,"Not at all",0,0,0,1,0,0,0,0,1,0,0,0,133
"5279",5278,5278,"2017-12-12",16,1,"Mobility/Recovery",30,2,60,580,299.3,334.29,0.92,6,1,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,133
"5280",5279,5279,"2017-12-12",17,1,"Skills",70,7,490,940,337.1,270.61,1.25,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5281",5280,5280,"2017-12-12",17,1,"Skills",50,9,450,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,133
"5282",5281,5281,"2017-12-11",1,1,"Conditioning",60,0,30,530,404.3,391.96,1.03,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,132
"5283",5282,5282,"2017-12-11",1,1,"Strength",100,5,500,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5284",5283,5283,"2017-12-11",2,1,"Skills",90,4,360,915,434.3,285.04,1.52,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5285",5284,5284,"2017-12-11",2,1,"Speed",45,4,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5286",5285,5285,"2017-12-11",2,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5287",5286,5286,"2017-12-11",2,1,"Combat",15,5,75,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,132
"5288",5287,5287,"2017-12-11",3,1,"Speed",45,5,225,1035,432.9,385.71,1.12,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,132
"5289",5288,5288,"2017-12-11",3,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,132
"5290",5289,5289,"2017-12-11",3,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,132
"5291",5290,5290,"2017-12-11",4,1,"Speed",45,3,135,815,383.6,264.18,1.45,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5292",5291,5291,"2017-12-11",4,1,"Skills",90,2,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5293",5292,5292,"2017-12-11",4,1,"Strength",100,5,500,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5294",5293,5293,"2017-12-11",5,1,"Conditioning",30,5,150,660,259.3,224.29,1.16,9,9,"",0,0,0,1,0,0,0,0,0,0,0,1,132
"5295",5294,5294,"2017-12-11",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5296",5295,5295,"2017-12-11",5,1,"Speed",20,3,60,580,299.3,334.29,0.92,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5297",5296,5296,"2017-12-11",6,1,"Speed",45,2,90,720,347.9,298.25,1.17,9,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5298",5297,5297,"2017-12-11",6,1,"Skills",90,3,270,580,299.3,334.29,0.92,9,8,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5299",5298,5298,"2017-12-11",6,1,"Strength",90,4,360,580,299.3,334.29,0.92,9,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5300",5299,5299,"2017-12-11",7,1,"Speed",45,4,180,1000,382.1,371.57,1.03,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5301",5300,5300,"2017-12-11",7,1,"Skills",90,3,270,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5302",5301,5301,"2017-12-11",7,1,"Mobility/Recovery",110,5,550,580,299.3,334.29,0.92,9,9,"",1,0,0,0,0,0,0,0,0,0,0,1,132
"5303",5302,5302,"2017-12-11",8,1,"Speed",45,3,135,765,338.6,337.25,1,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5304",5303,5303,"2017-12-11",8,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5305",5304,5304,"2017-12-11",8,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5306",5305,5305,"2017-12-11",9,1,"Speed",45,3,135,855,295.7,289.43,1.02,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5307",5306,5306,"2017-12-11",9,1,"Strength",120,6,720,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5308",5307,5307,"2017-12-11",10,1,"Speed",60,5,300,870,289.3,286.07,1.01,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5309",5308,5308,"2017-12-11",10,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5310",5309,5309,"2017-12-11",10,1,"Strength",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5311",5310,5310,"2017-12-11",11,1,"Speed",45,4,180,915,462.1,391.54,1.18,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,132
"5312",5311,5311,"2017-12-11",11,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,132
"5313",5312,5312,"2017-12-11",11,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,132
"5314",5313,5313,"2017-12-11",11,1,"Mobility/Recovery",35,3,105,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,132
"5315",5314,5314,"2017-12-11",12,1,"Speed",45,3,135,675,315,212.5,1.48,7,7,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5316",5315,5315,"2017-12-11",12,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,7,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5317",5316,5316,"2017-12-11",12,1,"Strength",45,5,225,580,299.3,334.29,0.92,7,7,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5318",5317,5317,"2017-12-11",12,1,"Combat",15,3,45,580,299.3,334.29,0.92,7,7,"",0,0,0,0,0,1,0,0,0,0,0,1,132
"5319",5318,5318,"2017-12-11",13,1,"Speed",60,5,300,1020,412.1,362.93,1.14,8,10,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5320",5319,5319,"2017-12-11",13,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,10,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5321",5320,5320,"2017-12-11",13,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,10,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5322",5321,5321,"2017-12-11",13,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,10,"",1,0,0,0,0,0,0,0,0,0,0,1,132
"5323",5322,5322,"2017-12-11",14,1,"Strength",90,5,450,450,297.9,220.18,1.35,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5324",5323,5323,"2017-12-11",16,1,"Speed",45,3,135,975,572.1,499.07,1.15,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5325",5324,5324,"2017-12-11",16,1,"Skills",90,2,180,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5326",5325,5325,"2017-12-11",16,1,"Strength",120,5,600,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5327",5326,5326,"2017-12-11",16,1,"Mobility/Recovery",60,1,60,580,299.3,334.29,0.92,9,9,"",1,0,0,0,0,0,0,0,0,0,0,1,132
"5328",5327,5327,"2017-12-11",17,1,"Speed",40,3,120,460,230,238.11,0.97,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,132
"5329",5328,5328,"2017-12-11",17,1,"Skills",80,2,160,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,132
"5330",5329,5329,"2017-12-11",17,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,9,"",0,0,0,0,1,0,0,0,0,0,0,1,132
"5331",5330,5330,"2017-12-10",1,0,"",60,4,216,580,447.9,384.11,1.17,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5332",5331,5331,"2017-12-10",2,0,"",60,4,216,580,303.6,285.57,1.06,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5333",5332,5332,"2017-12-10",3,0,"",60,4,216,580,285,376.61,0.76,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,131
"5334",5333,5333,"2017-12-10",5,0,"",60,4,216,580,255,220,1.16,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5335",5334,5334,"2017-12-10",7,0,"",60,4,216,580,239.3,370.14,0.65,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,131
"5336",5335,5335,"2017-12-10",8,0,"",60,4,216,580,229.3,345.29,0.66,8,8,"Somewhat",0,0,0,0,0,0,0,1,0,0,1,0,131
"5337",5336,5336,"2017-12-10",9,0,"",60,4,216,580,173.6,294.43,0.59,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
"5338",5337,5337,"2017-12-10",9,0,"",60,4,216,580,173.6,294.43,0.59,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,131
